Time,Simulated Time,Failed on,Reward,Altitude (m),Roll,Pitch,Yaw,X_distance,Y_distance
1848.0,6.01,Alt,-1.311,946.78,-0.15,-0.472,-4.685,-0.0,1.0
1848.5,6.01,Alt,2.298,990.926,-0.179,-0.118,-1.164,5.0,1.0
1849.0,6.01,Alt,1.249,950.7,-0.318,-0.215,-0.434,-0.0,-1.0
1849.5,6.01,Alt,-4.711,928.216,-0.095,0.005,7.629,1.0,-0.0
1850.1,6.01,Alt,4.659,969.366,-0.366,0.157,1.207,1.0,-0.0
1850.6,6.01,Alt,-2.679,940.78,-0.229,0.195,5.82,-0.0,-0.0
1851.2,6.01,Alt,4.181,931.382,-0.324,-0.393,-1.341,-0.0,-0.0
1851.7,6.01,Alt,3.582,966.357,-0.299,-0.12,0.126,-0.0,-0.0
1852.2,6.01,Alt,3.388,957.577,-0.168,0.128,2.266,-0.0,-0.0
1852.8,6.01,Alt,5.117,931.472,-0.424,-0.163,1.085,-0.0,-0.0
1853.3,6.01,Alt,4.361,967.912,-0.271,-0.2,0.197,-0.0,-0.0
1853.8,6.01,Alt,-2.926,945.21,-0.446,0.117,2.464,-0.0,-0.0
1854.4,6.01,Alt,5.329,952.044,-0.187,-0.169,0.273,1.0,-0.0
1854.9,6.01,Alt,4.243,937.863,-0.392,-0.223,0.624,1.0,1.0
1855.5,6.01,Alt,2.699,968.343,-0.332,-0.223,-1.405,-0.0,-0.0
1855.9,6.01,Alt,4.036,937.366,-0.448,-0.179,3.206,-0.0,-0.0
1856.4,6.01,Alt,5.939,962.749,-0.42,-0.021,-0.204,-0.0,-0.0
1856.9,6.01,Alt,4.501,960.507,-0.178,-0.063,-0.801,-0.0,1.0
1857.4,6.01,Alt,2.209,972.521,-0.189,0.107,0.844,-0.0,1.0
1857.9,6.01,Alt,1.779,950.763,-0.312,0.087,0.513,-0.0,1.0
1858.4,6.01,RollAlt,-20.134,963.603,-0.695,-0.09,-0.602,1.0,1.0
1858.8,6.01,Alt,2.439,949.761,-0.338,-0.242,-0.982,1.0,1.0
1859.3,6.01,Alt,2.128,932.762,-0.494,-0.256,-0.108,1.0,-0.0
1859.8,6.01,Alt,1.582,983.026,-0.113,0.109,0.04,2.0,1.0
1860.3,6.01,Alt,2.473,951.099,-0.16,0.279,1.508,-0.0,-0.0
1860.8,6.01,Alt,-22.657,927.577,-0.309,0.022,8.083,-0.0,-0.0
1861.4,6.01,Alt,3.879,959.36,-0.17,-0.098,-0.236,1.0,1.0
1861.9,6.01,Alt,1.942,965.027,-0.279,-0.11,-0.972,-0.0,-0.0
1862.4,6.01,Alt,2.893,939.443,-0.473,0.081,-1.42,-0.0,-0.0
1862.9,6.01,Alt,5.951,965.95,-0.159,-0.086,-1.662,-0.0,-0.0
1863.4,6.01,Alt,4.475,934.371,-0.45,-0.196,0.482,-0.0,-0.0
1863.9,6.01,Alt,4.097,973.139,-0.3,-0.053,0.286,-0.0,1.0
1864.4,6.01,Alt,-7.136,934.539,-0.277,0.023,5.484,-0.0,-0.0
1864.8,6.01,Alt,4.62,936.09,-0.424,-0.064,5.112,-0.0,-0.0
1865.4,6.01,Alt,3.904,963.049,-0.328,-0.003,0.717,-0.0,-0.0
1865.9,6.01,Alt,-7.081,947.663,-0.211,0.167,6.193,-0.0,-0.0
1866.4,6.01,Alt,1.728,973.263,-0.294,0.012,-1.877,-0.0,1.0
1866.9,6.01,Alt,4.546,931.518,-0.438,-0.311,-0.168,1.0,-0.0
1867.4,6.01,Alt,3.899,969.307,-0.288,-0.123,-1.934,-0.0,1.0
1868.0,6.01,Alt,4.08,964.566,-0.26,-0.068,-0.744,-0.0,1.0
1868.5,6.01,Alt,1.673,940.883,0.155,-0.146,-3.386,-0.0,-0.0
1869.0,6.01,Alt,2.216,990.658,-0.179,-0.064,2.262,-0.0,-0.0
1869.4,6.01,Alt,3.192,943.57,-0.025,-0.077,-0.947,-0.0,-0.0
1869.9,6.01,Alt,-0.658,945.887,-0.569,0.175,0.525,-0.0,-0.0
1870.4,6.01,Alt,4.474,955.043,-0.322,0.024,0.458,-0.0,1.0
1870.9,6.01,RollAlt,-17.326,977.818,-0.791,-0.343,-1.243,-0.0,1.0
1871.4,6.01,Alt,-14.09,930.152,-0.433,-0.174,0.928,1.0,-0.0
1871.9,6.01,Alt,0.9,943.134,-0.452,-0.291,-1.218,1.0,-0.0
1872.3,6.01,Alt,-9.521,930.744,-0.247,0.103,3.203,-0.0,-0.0
1872.9,6.01,Alt,3.086,932.907,-0.307,-0.413,-2.015,1.0,1.0
1873.3,6.01,RollAlt,-3.09,961.725,-0.637,-0.072,4.41,1.0,1.0
1873.8,6.01,Alt,-2.161,966.594,-0.123,-0.073,-0.388,-0.0,1.0
1874.3,6.01,Alt,-1.509,934.397,-0.058,0.094,5.945,1.0,1.0
1874.8,6.01,Alt,2.246,957.627,-0.244,0.053,0.97,-0.0,-1.0
1875.3,6.01,Alt,3.38,931.023,-0.342,0.008,1.984,1.0,-0.0
1875.8,6.01,Alt,3.112,949.476,-0.433,0.001,1.667,1.0,-0.0
1876.2,6.01,Alt,1.413,959.605,-0.443,0.032,0.157,-0.0,-0.0
1876.7,6.01,RollAlt,-54.989,969.776,0.768,-0.26,-5.251,-0.0,-0.0
1877.2,6.01,Alt,-0.604,930.397,-0.226,-0.0,7.866,-0.0,-0.0
1877.8,6.01,Alt,2.801,964.515,-0.143,0.05,-0.556,-0.0,1.0
1878.2,6.01,Alt,3.203,956.593,-0.16,-0.143,-0.745,-0.0,1.0
1878.7,6.01,Alt,4.226,965.151,-0.15,0.236,-0.275,-0.0,1.0
1879.2,6.01,Alt,2.377,938.789,-0.303,0.03,2.657,-1.0,-0.0
1879.7,6.01,Alt,4.776,956.858,-0.225,0.147,-0.095,1.0,-0.0
1880.2,6.01,Alt,3.643,933.483,-0.373,0.055,3.58,-0.0,-0.0
1880.7,6.01,Alt,0.043,939.547,-0.286,0.164,3.181,-0.0,-0.0
1881.2,6.01,PitchAlt,-29.676,978.519,0.513,-0.852,-3.623,-0.0,-0.0
1881.8,6.01,Alt,-7.265,931.715,-0.031,0.331,5.122,-0.0,2.0
1882.2,6.01,Alt,4.051,948.897,-0.431,0.017,1.836,-0.0,-0.0
1882.8,6.01,Alt,2.701,992.663,-0.491,-0.232,-1.392,1.0,2.0
1883.3,6.01,Alt,3.511,959.372,-0.319,0.207,1.679,1.0,1.0
1883.8,6.01,Alt,3.367,934.902,-0.499,-0.016,-0.118,-0.0,-0.0
1884.3,6.01,Alt,3.24,940.627,-0.321,0.123,1.452,-0.0,-0.0
1884.8,6.01,Alt,2.207,956.262,-0.259,-0.108,-2.497,-0.0,1.0
1885.4,6.01,Alt,5.558,951.756,-0.481,-0.153,-0.832,-0.0,1.0
1885.9,6.01,Alt,-4.283,949.117,-0.507,0.008,2.908,-0.0,-0.0
1886.4,6.01,Alt,6.378,956.828,-0.24,0.16,-0.493,2.0,-0.0
1886.9,6.01,Alt,-0.317,982.794,-0.055,0.267,1.928,1.0,1.0
1887.3,6.01,Alt,4.234,950.73,-0.27,0.147,0.917,1.0,2.0
1887.9,6.01,Alt,0.329,958.744,-0.402,0.068,4.454,1.0,1.0
1888.4,6.01,Alt,3.775,971.956,-0.259,-0.091,-3.535,-0.0,1.0
1888.8,6.01,Alt,1.495,932.235,-0.189,0.114,4.383,-0.0,-0.0
1889.3,6.01,Alt,5.395,936.031,-0.406,-0.169,-0.274,-0.0,-0.0
1889.8,6.01,Alt,-1.704,944.775,0.027,0.107,-6.365,-0.0,1.0
1890.3,6.01,Alt,3.64,943.377,-0.405,0.253,0.719,-0.0,-0.0
1890.8,6.01,Alt,5.047,951.531,-0.359,0.036,-1.051,-0.0,-0.0
1891.3,6.01,Alt,-28.884,929.096,-0.283,0.407,3.591,1.0,-0.0
1891.8,6.01,Alt,4.836,976.367,-0.331,0.452,0.766,1.0,-0.0
1892.4,6.01,Alt,-2.486,981.745,-0.522,-0.239,3.406,-0.0,-0.0
1893.0,6.01,Alt,1.186,966.578,-0.416,0.305,-1.786,-1.0,-0.0
1893.5,6.01,Alt,3.507,953.731,-0.106,0.054,-4.172,-0.0,1.0
1894.0,6.01,Alt,4.479,929.998,-0.548,-0.179,-2.271,-0.0,1.0
1894.5,6.01,Alt,-20.896,932.003,0.12,0.324,-8.486,-0.0,1.0
1895.1,6.01,RollAlt,-28.62,969.59,-0.656,-0.44,-1.03,-0.0,1.0
1895.6,6.01,Alt,1.179,943.754,-0.202,0.35,1.92,-0.0,-0.0
1896.1,6.01,Alt,-2.688,969.556,-0.1,-0.047,-3.252,-0.0,1.0
1896.6,6.01,Alt,3.245,950.628,-0.252,0.362,-0.383,-0.0,-0.0
1897.1,6.01,Alt,0.619,943.209,-0.404,0.395,0.113,-0.0,-0.0
1897.5,6.01,Alt,-5.398,932.626,-0.383,-0.276,-1.198,-0.0,-0.0
1898.1,6.01,Alt,3.582,949.284,-0.552,0.274,0.921,-0.0,1.0
1898.6,6.01,Alt,-1.582,974.742,-0.447,0.213,-2.083,1.0,-0.0
1899.1,6.01,Alt,3.925,964.436,-0.383,0.101,1.939,-0.0,1.0
1899.6,6.01,Alt,1.734,966.74,0.041,0.133,1.521,1.0,1.0
1900.1,6.01,Alt,3.14,934.959,-0.147,0.095,5.778,-0.0,-0.0
1900.6,6.01,Alt,0.507,974.307,0.106,-0.196,-4.014,-0.0,-0.0
1901.1,6.01,Alt,3.495,943.342,-0.415,0.02,4.528,1.0,-1.0
1901.6,6.01,Alt,3.848,936.234,-0.445,-0.116,-1.109,-0.0,-0.0
1902.1,6.01,Alt,5.233,949.595,-0.456,-0.021,0.338,-0.0,-0.0
1902.6,6.01,Alt,3.021,975.197,-0.408,0.269,0.89,1.0,-0.0
1903.2,6.01,Alt,1.525,942.079,-0.163,0.253,6.036,-0.0,1.0
1903.7,6.01,Alt,5.308,929.657,-0.51,0.083,0.488,1.0,-0.0
1904.2,6.01,Alt,1.244,954.82,-0.418,0.12,2.761,-0.0,1.0
1904.7,6.01,Alt,2.639,934.049,-0.353,0.065,4.677,-0.0,-0.0
1905.2,6.01,Alt,3.68,936.987,-0.465,-0.099,-0.385,1.0,-0.0
1905.7,6.01,Alt,-2.459,957.225,-0.311,0.168,1.933,-0.0,-0.0
1906.2,6.01,Alt,2.95,948.913,-0.238,0.22,-0.814,1.0,1.0
1906.7,6.01,Alt,2.236,960.291,-0.384,0.04,-0.196,-0.0,-0.0
1907.3,6.01,Alt,2.633,942.954,-0.287,0.072,0.899,-0.0,1.0
1907.8,6.01,RollAlt,0.455,944.269,-0.59,0.308,-1.008,-0.0,-0.0
1908.4,6.01,Alt,-15.158,928.477,-0.017,0.123,4.329,-0.0,-0.0
1908.9,6.01,Alt,-9.756,956.124,0.051,0.338,1.2,-0.0,2.0
1909.4,6.01,Alt,-4.053,951.973,-0.412,0.037,2.397,-0.0,-0.0
1909.9,6.01,Alt,-5.255,961.16,-0.276,0.15,-0.312,2.0,1.0
1910.4,6.01,Alt,5.853,939.589,-0.36,-0.184,-1.011,-0.0,1.0
1911.0,6.01,Alt,3.744,954.567,-0.112,0.112,2.503,-0.0,-0.0
1911.5,6.01,Alt,-7.823,942.062,-0.41,-0.019,3.076,-0.0,-0.0
1912.0,6.01,Alt,-10.184,932.945,-0.212,-0.048,-7.598,-0.0,-0.0
1912.5,6.01,Alt,3.281,957.644,-0.356,0.223,-3.658,1.0,1.0
1912.9,6.01,Alt,2.72,943.153,-0.248,-0.195,-1.716,-0.0,1.0
1913.5,6.01,Alt,4.172,946.223,-0.342,0.123,2.517,-0.0,1.0
1913.9,6.01,Alt,3.786,964.915,-0.369,0.157,-0.868,1.0,-0.0
1914.4,6.01,Alt,4.883,976.377,-0.099,0.326,0.664,1.0,1.0
1914.9,6.01,Alt,2.711,946.652,-0.273,0.054,2.998,-0.0,-0.0
1915.4,6.01,Alt,2.285,950.048,-0.011,0.156,-3.854,-0.0,-0.0
1915.9,6.01,Alt,-8.006,991.374,-0.49,0.021,0.184,1.0,1.0
1916.5,6.01,RollAlt,-28.336,994.253,0.604,0.116,-5.475,-0.0,2.0
1917.0,6.01,Alt,5.789,951.742,-0.092,0.316,-0.156,-0.0,-0.0
1917.5,6.01,Alt,4.023,936.019,-0.52,0.214,-1.104,-0.0,-0.0
1918.0,6.01,Alt,-0.797,934.08,-0.141,0.179,3.298,-0.0,-0.0
1918.6,6.01,Alt,-0.595,945.895,-0.031,-0.033,-2.995,1.0,-0.0
1919.0,6.01,Alt,-10.571,945.166,-0.266,-0.024,2.687,-0.0,-4.0
1919.5,6.01,Alt,4.24,983.077,-0.24,0.288,-0.274,1.0,1.0
1920.0,6.01,Alt,0.747,935.773,-0.326,-0.002,-4.303,1.0,-0.0
1920.5,6.01,Alt,3.083,955.681,-0.185,0.237,1.983,1.0,-0.0
1921.0,6.01,Alt,2.759,976.508,0.051,0.191,0.01,-0.0,1.0
1921.5,6.01,Alt,-42.87,930.014,0.218,0.054,6.187,1.0,1.0
1922.0,6.01,Alt,-2.092,952.202,-0.221,0.148,-3.485,1.0,-0.0
1922.5,6.01,Alt,5.259,937.256,-0.23,0.166,0.304,-0.0,1.0
1923.0,6.01,Alt,-18.23,930.053,-0.018,0.089,4.29,-0.0,-0.0
1923.5,6.01,Alt,4.467,1011.576,0.056,0.094,-1.093,1.0,1.0
1924.0,6.01,Alt,2.489,979.092,-0.16,0.335,0.546,1.0,-0.0
1924.5,6.01,Alt,-0.962,963.378,0.068,0.465,0.856,1.0,-0.0
1925.0,6.01,Alt,1.08,955.379,-0.063,0.015,3.21,1.0,1.0
1925.5,6.01,Alt,-10.825,931.202,0.105,0.083,-6.341,-0.0,3.0
1926.0,6.01,Alt,-8.548,965.171,-0.131,0.13,-1.095,1.0,1.0
1926.5,6.01,Alt,-4.186,929.543,0.339,0.286,8.092,-0.0,2.0
1927.0,6.01,Alt,2.076,959.007,-0.147,0.22,2.31,-0.0,-0.0
1927.5,6.01,Alt,2.077,971.25,-0.443,0.258,-1.689,1.0,1.0
1928.0,6.01,Alt,3.11,939.627,-0.064,0.113,3.557,-0.0,-0.0
1928.6,6.01,Alt,4.524,988.433,-0.099,-0.096,-0.631,-0.0,1.0
1929.0,6.01,Alt,3.304,951.498,-0.054,0.215,-1.514,1.0,-0.0
1929.5,6.01,Alt,5.328,945.336,-0.395,0.321,-0.181,-0.0,-0.0
1930.0,6.01,Alt,-1.714,933.338,0.134,0.165,5.699,1.0,2.0
1930.5,6.01,Alt,3.242,938.122,-0.082,0.182,3.14,1.0,-0.0
1931.0,6.01,Alt,2.493,955.611,-0.352,0.102,-0.158,1.0,1.0
1931.5,6.01,Alt,3.748,942.307,0.175,0.276,1.685,-0.0,-0.0
1932.0,6.01,Alt,5.465,957.964,-0.17,0.077,-2.34,1.0,-0.0
1932.5,6.01,RollAlt,-12.158,989.364,-0.594,-0.163,3.813,1.0,1.0
1933.0,6.01,Alt,2.215,990.237,-0.101,0.078,3.373,-0.0,-0.0
1933.5,6.01,Alt,4.603,981.192,-0.284,0.073,-0.43,-0.0,-0.0
1934.0,6.01,Alt,3.32,943.684,-0.014,0.138,1.926,1.0,1.0
1934.5,6.01,Alt,-13.827,940.293,0.514,0.253,4.709,1.0,1.0
1935.0,6.01,Alt,-0.427,947.137,-0.243,0.191,0.245,-0.0,1.0
1935.4,6.01,Alt,2.236,929.229,0.096,0.225,3.465,-0.0,1.0
1936.0,6.01,Alt,-10.002,968.473,-0.043,0.269,0.825,-0.0,-0.0
1936.5,6.01,Alt,4.448,965.529,-0.069,0.17,-0.246,-0.0,-0.0
1937.0,6.01,Alt,3.606,948.852,-0.142,0.429,0.47,1.0,-0.0
1937.5,6.01,Alt,0.189,972.383,0.159,-0.286,-4.179,-0.0,1.0
1938.0,6.01,Alt,1.537,958.957,0.009,0.09,2.658,1.0,-0.0
1938.6,6.01,Alt,-11.004,956.163,-0.039,0.202,-2.074,-0.0,1.0
1939.1,6.01,Alt,3.798,931.827,0.054,0.242,2.322,1.0,1.0
1939.6,6.01,Alt,2.462,951.106,-0.052,0.224,-0.495,1.0,-0.0
1940.1,6.01,Alt,4.816,942.12,0.034,0.283,-2.933,1.0,1.0
1940.6,6.01,Alt,3.722,928.7,-0.217,0.16,-0.37,-0.0,-0.0
1941.2,6.01,Alt,-5.228,966.711,-0.18,0.415,0.189,-0.0,-0.0
1941.7,6.01,Alt,-4.089,946.627,-0.342,0.382,0.146,-0.0,1.0
1942.2,6.01,Alt,1.785,939.11,-0.544,0.508,-0.938,-0.0,1.0
1942.7,6.01,Alt,-0.628,971.353,-0.06,0.135,1.067,-0.0,1.0
1943.2,6.01,Alt,-0.157,964.159,-0.145,0.433,-0.493,1.0,1.0
1943.8,6.01,Alt,5.562,932.092,-0.017,0.35,-0.689,1.0,1.0
1944.3,6.01,Alt,-1.449,954.94,-0.367,0.248,-2.665,-0.0,1.0
1944.9,6.01,RollAlt,-6.691,957.379,-0.602,0.433,-2.988,1.0,1.0
1945.4,6.01,Alt,3.376,933.483,0.082,0.011,2.735,1.0,-0.0
1945.9,6.01,Alt,3.966,953.237,0.099,0.082,3.738,1.0,-0.0
1946.5,6.01,Alt,4.546,956.33,-0.285,0.327,-1.263,1.0,1.0
1947.0,6.01,Alt,-0.123,929.74,-0.001,0.317,1.927,1.0,-0.0
1947.5,6.01,Alt,-4.599,938.497,0.315,0.241,6.472,-0.0,-0.0
1948.0,6.01,Alt,5.135,982.323,-0.271,0.052,-1.464,-0.0,-0.0
1948.6,6.01,Alt,1.617,978.17,-0.154,-0.327,-1.885,-0.0,1.0
1949.1,6.01,Alt,4.776,941.31,0.068,0.368,0.561,1.0,-0.0
1949.6,6.01,Alt,5.703,950.094,-0.036,0.429,-0.18,1.0,1.0
1950.1,6.01,Alt,-0.19,943.732,0.05,0.084,4.284,1.0,1.0
1950.6,6.01,Alt,4.985,971.05,-0.21,0.253,-0.116,-0.0,-0.0
1951.0,6.01,Alt,3.392,978.84,0.106,0.305,1.851,-0.0,-0.0
1951.6,6.01,Alt,-7.091,959.094,0.23,0.457,-0.683,-0.0,-0.0
1952.1,6.01,Alt,-1.633,940.678,0.09,0.273,4.022,1.0,1.0
1952.6,6.01,Alt,-5.443,975.031,-0.042,-0.081,2.79,-0.0,-0.0
1953.1,6.01,Alt,4.826,985.467,0.081,-0.137,3.071,-0.0,-0.0
1953.7,6.01,Alt,5.061,942.977,0.104,0.296,0.655,-0.0,-0.0
1954.2,6.01,Alt,4.18,935.377,0.236,0.329,3.801,1.0,1.0
1954.7,6.01,Alt,3.211,983.25,-0.169,-0.558,-2.156,-0.0,-0.0
1955.2,6.01,Alt,3.831,947.736,-0.025,0.422,-0.026,1.0,-0.0
1955.6,6.01,PitchAlt,-18.421,963.668,-0.086,0.576,-0.011,-0.0,-0.0
1956.1,6.01,Alt,5.1,953.074,-0.215,0.201,-1.588,-0.0,1.0
1956.7,6.01,Alt,3.832,951.07,-0.206,0.334,-0.773,-0.0,-0.0
1957.1,6.01,Alt,-4.711,974.332,-0.567,0.099,-3.05,-0.0,1.0
1957.6,6.01,Alt,4.968,967.351,-0.118,0.184,0.165,-0.0,1.0
1958.1,6.01,Alt,3.167,956.56,-0.174,0.413,-0.88,1.0,-0.0
1958.6,6.01,Alt,1.472,969.401,0.073,0.149,-1.569,-0.0,1.0
1959.1,6.01,Alt,4.746,947.1,-0.274,0.387,-0.201,-0.0,1.0
1959.6,6.01,Alt,3.537,960.296,-0.124,0.221,-2.125,1.0,1.0
1960.1,6.01,Alt,3.408,942.973,0.187,0.152,5.608,-0.0,1.0
1960.5,6.01,Alt,-0.676,970.425,-0.007,-0.051,-0.986,-0.0,1.0
1961.0,6.01,Alt,3.485,941.834,0.011,0.333,0.689,1.0,1.0
1961.6,6.01,Alt,4.816,945.427,-0.026,0.235,-2.878,1.0,1.0
1962.1,6.01,Alt,3.741,931.24,0.231,0.342,5.432,1.0,2.0
1962.6,6.01,RollAlt,-12.848,929.118,-0.87,0.134,-6.412,-0.0,-0.0
1963.1,6.01,Alt,3.818,973.154,-0.129,0.457,-0.084,-0.0,-0.0
1963.6,6.01,Alt,-0.688,934.239,0.114,0.323,1.16,-0.0,1.0
1964.2,6.01,Alt,0.652,931.839,-0.214,0.124,-2.234,-0.0,1.0
1964.7,6.01,Alt,4.78,960.035,-0.054,0.062,-1.937,1.0,1.0
1965.2,6.01,Alt,1.076,937.052,-0.369,0.347,-5.175,1.0,1.0
1965.6,6.01,Alt,5.081,976.513,0.049,0.477,0.705,-0.0,-0.0
1966.1,6.01,Alt,2.862,954.845,-0.018,0.323,0.568,1.0,1.0
1966.7,6.01,Alt,3.621,951.473,-0.103,0.317,-0.853,1.0,-0.0
1967.2,6.01,Alt,3.231,932.26,-0.202,0.105,0.741,-0.0,-0.0
1967.7,6.01,Alt,4.664,962.153,-0.063,0.231,0.347,1.0,-0.0
1968.3,6.01,Alt,3.876,965.754,0.107,0.265,1.201,-0.0,-0.0
1968.8,6.01,Alt,-10.402,938.39,-0.011,0.306,0.252,1.0,-0.0
1969.4,6.01,Alt,2.783,977.776,0.019,0.345,0.77,-0.0,-0.0
1969.8,6.01,Alt,3.925,976.611,-0.039,0.107,0.769,2.0,1.0
1970.3,6.01,Alt,4.107,942.27,-0.049,0.21,3.505,-0.0,1.0
1970.8,6.01,Alt,4.292,931.782,-0.148,0.169,0.328,-0.0,-0.0
1971.3,6.01,Alt,-0.114,982.075,0.055,0.057,1.038,-0.0,-5.0
1971.8,6.01,Alt,4.172,946.394,-0.061,0.242,0.354,-0.0,1.0
1972.3,6.01,Alt,3.166,976.873,-0.182,0.357,-2.046,-0.0,1.0
1972.8,6.01,Alt,3.747,1002.563,-0.005,-0.032,-1.369,-0.0,-0.0
1973.2,6.01,Alt,4.635,952.998,-0.05,0.235,0.615,-0.0,1.0
1973.7,6.01,Alt,4.398,979.805,-0.071,0.353,0.621,-0.0,1.0
1974.2,6.01,Alt,2.387,941.978,-0.07,0.303,1.201,-0.0,-0.0
1974.7,6.01,Alt,-2.788,936.024,0.046,0.285,2.474,1.0,-0.0
1975.2,6.01,Alt,-21.517,936.581,0.08,0.104,3.393,-0.0,1.0
1975.7,6.01,Alt,3.267,937.467,0.121,0.262,3.72,1.0,1.0
1976.2,6.01,Alt,4.31,950.543,-0.116,0.121,-3.187,1.0,-0.0
1976.7,6.01,Alt,-13.155,996.173,-0.53,0.371,-6.761,-0.0,2.0
1977.2,6.01,Alt,-2.229,937.278,-0.065,0.351,0.217,-0.0,-0.0
1977.7,6.01,Alt,0.542,936.497,0.399,0.417,4.831,-0.0,2.0
1978.2,6.01,Alt,-4.705,937.191,0.223,0.412,4.358,1.0,1.0
1978.6,6.01,Alt,3.616,962.268,0.155,0.038,4.332,-0.0,1.0
1979.2,6.01,Alt,6.386,947.286,-0.264,0.556,0.281,1.0,1.0
1979.7,6.01,Alt,-6.574,938.174,-0.266,0.312,-1.416,1.0,1.0
1980.1,6.01,Alt,2.821,939.831,-0.129,0.285,1.33,1.0,-0.0
1980.6,6.01,Alt,4.599,964.15,-0.056,-0.039,2.24,-0.0,1.0
1981.1,6.01,Alt,4.294,957.932,-0.023,0.352,0.005,-0.0,-0.0
1981.6,6.01,Alt,3.96,976.31,0.116,0.081,1.119,-0.0,-0.0
1982.1,6.01,Alt,4.944,943.451,0.118,0.191,-0.068,1.0,-0.0
1982.6,6.01,Alt,1.861,930.151,0.087,0.021,1.918,1.0,1.0
1983.1,6.01,PitchAlt,-17.98,982.109,0.149,-0.809,-3.611,-0.0,-0.0
1983.5,6.01,Alt,3.672,943.658,0.34,0.195,4.884,1.0,-0.0
1984.1,6.01,Alt,4.337,979.394,-0.003,0.224,0.161,-0.0,1.0
1984.6,6.01,Alt,2.995,936.633,0.029,0.056,0.747,1.0,1.0
1985.1,6.01,PitchAlt,-2.305,962.239,0.181,0.615,0.037,1.0,1.0
1985.5,6.01,RollAlt,-13.422,933.808,0.598,0.17,7.869,1.0,2.0
1986.0,6.01,Alt,2.484,1000.692,-0.035,0.059,0.227,1.0,-0.0
1986.6,6.01,Alt,3.97,972.06,0.046,0.377,-0.388,-0.0,1.0
1987.0,6.01,Alt,-2.029,939.592,0.092,0.229,5.802,1.0,-0.0
1987.5,6.01,Alt,3.767,954.322,0.071,0.141,-0.099,1.0,-0.0
1988.0,6.01,Alt,2.495,932.57,0.032,0.175,-2.085,1.0,-0.0
1988.5,6.01,Alt,3.265,977.564,-0.124,0.316,-0.538,1.0,1.0
1989.0,6.01,Alt,4.054,965.821,-0.021,-0.087,-2.626,-0.0,-1.0
1989.5,6.01,Alt,3.826,931.912,0.149,0.101,2.53,-0.0,1.0
1990.0,6.01,Alt,-2.712,945.704,0.196,0.058,-3.033,-0.0,-0.0
1990.4,6.01,Alt,3.394,966.174,-0.152,0.328,-0.086,1.0,1.0
1990.9,6.01,Alt,3.912,958.359,0.13,-0.048,1.152,1.0,1.0
1991.5,6.01,Alt,5.346,960.322,-0.073,0.188,-0.746,1.0,1.0
1992.0,6.01,Alt,3.346,942.437,0.144,0.219,0.639,-0.0,-0.0
1992.4,6.01,Alt,4.429,960.565,-0.237,0.498,0.015,-0.0,1.0
1992.9,6.01,Alt,3.251,933.747,0.18,0.119,3.268,-0.0,-0.0
1993.4,6.01,Alt,-0.163,949.414,-0.141,0.226,0.253,-0.0,1.0
1993.9,6.01,Alt,-3.535,931.798,-0.02,0.051,2.495,1.0,1.0
1994.4,6.01,Alt,0.514,935.094,0.219,0.151,2.942,-0.0,2.0
1994.9,6.01,Alt,3.402,946.39,-0.18,0.321,-0.23,-0.0,1.0
1995.4,6.01,Alt,2.608,961.299,-0.054,0.339,-0.545,1.0,1.0
1995.8,6.01,Alt,5.242,941.008,0.068,0.168,0.949,-0.0,-0.0
1996.4,6.01,Alt,2.623,953.61,-0.177,0.381,0.583,-0.0,-0.0
1996.9,6.01,Alt,4.647,980.021,-0.053,0.175,-0.135,1.0,1.0
1997.3,6.01,Alt,-4.808,942.696,-0.103,0.195,-0.999,1.0,1.0
1997.8,6.01,Alt,2.98,966.914,-0.072,-0.09,-1.346,1.0,1.0
1998.3,6.01,Alt,4.223,968.534,-0.053,0.177,0.687,1.0,1.0
1998.9,6.01,Alt,2.81,977.122,-0.281,0.323,-1.157,1.0,1.0
1999.3,6.01,Alt,-7.844,943.734,0.12,0.084,4.007,-0.0,-0.0
1999.8,6.01,Alt,-5.168,934.683,0.146,0.112,4.23,-0.0,-1.0
2000.3,6.01,Alt,4.132,948.33,0.129,0.202,2.266,-0.0,1.0
2000.7,6.01,Alt,3.522,986.469,-0.088,-0.013,1.971,-0.0,-0.0
2001.3,6.01,Alt,3.49,961.557,0.112,0.367,0.933,-0.0,2.0
2001.8,6.01,RollAlt,-16.595,1001.693,0.71,0.041,-4.52,-0.0,4.0
2002.4,6.01,Alt,5.724,970.146,0.058,0.125,-0.233,-0.0,-0.0
2002.9,6.01,Alt,0.801,950.123,-0.023,0.315,0.165,1.0,-0.0
2003.4,6.01,Alt,5.322,932.362,0.086,0.11,0.08,1.0,-0.0
2004.0,6.01,Alt,2.825,993.632,-0.091,-0.081,-0.787,1.0,-1.0
2004.5,6.01,Alt,2.974,942.159,-0.142,0.273,0.162,-0.0,-0.0
2004.9,6.01,Alt,4.237,980.55,-0.136,0.213,-1.334,1.0,1.0
2005.4,6.01,Alt,2.727,942.833,-0.331,0.269,-2.25,1.0,1.0
2005.9,6.01,Alt,-1.317,957.426,-0.2,0.307,-0.45,1.0,1.0
2006.5,6.01,Alt,5.937,929.191,-0.019,0.156,-0.783,-0.0,1.0
2006.9,6.01,Alt,3.423,932.992,-0.062,0.084,-0.244,-0.0,-0.0
