Time,Simulated Time,Failed on,Reward,Altitude (m),Roll,Pitch,Yaw,X_distance,Y_distance
695.3,6.01,Alt,1.843,941.266,-0.058,0.069,-5.959,1.0,1.0
695.8,6.01,Alt,-10.516,937.119,0.243,-0.154,4.239,-0.0,2.0
696.3,6.01,Alt,-4.946,950.932,0.191,0.178,-2.823,-0.0,1.0
696.8,6.01,Alt,-0.96,965.002,-0.219,-0.023,2.324,2.0,5.0
697.3,6.01,Alt,3.596,932.667,0.142,0.43,0.621,1.0,1.0
697.8,6.01,Alt,-6.114,934.918,0.167,0.201,4.132,-0.0,2.0
698.3,6.01,Alt,-5.096,933.585,-0.388,0.375,-4.573,1.0,1.0
698.8,6.01,Alt,2.682,992.175,-0.107,0.28,0.137,1.0,-0.0
699.4,6.01,Alt,0.02,937.046,0.062,0.319,-0.603,-0.0,1.0
699.9,6.01,Alt,0.959,943.696,0.163,0.286,3.503,-0.0,-0.0
700.4,6.01,RollAlt,1.765,946.087,-0.586,0.515,-1.734,1.0,1.0
700.8,6.01,Alt,3.262,937.193,0.299,0.309,3.897,-0.0,2.0
701.3,6.01,Alt,1.359,940.747,0.004,0.432,-0.064,-0.0,-0.0
701.9,6.01,PitchAlt,-3.757,951.192,-0.123,0.679,0.343,-0.0,1.0
702.4,6.01,Alt,3.776,950.202,-0.262,0.5,-0.569,1.0,1.0
702.9,6.01,Alt,1.733,940.121,-0.35,0.278,-4.677,1.0,1.0
703.5,6.01,Alt,-1.606,945.951,-0.139,0.393,-4.306,-0.0,1.0
704.0,6.01,PitchAlt,-9.809,952.319,0.084,1.183,-0.351,-0.0,1.0
704.6,6.01,Alt,-5.502,936.099,0.147,0.297,4.367,-0.0,1.0
705.0,6.01,PitchAlt,-1.294,956.134,-0.187,0.587,0.442,1.0,1.0
705.5,6.01,PitchAlt,-14.966,944.483,0.372,0.966,1.355,1.0,-0.0
706.0,6.01,PitchAlt,-17.616,950.957,-0.329,0.823,0.155,1.0,1.0
706.5,6.01,Alt,1.826,946.921,-0.222,0.442,1.877,-0.0,1.0
707.1,6.01,Alt,3.387,931.956,-0.173,0.455,-1.316,1.0,1.0
707.5,6.01,Alt,0.113,950.718,-0.205,0.296,-1.418,1.0,-0.0
708.0,6.01,Alt,3.067,940.185,0.039,0.53,1.352,-0.0,-0.0
708.5,6.01,Alt,3.486,935.176,0.27,0.279,4.691,-0.0,1.0
709.0,6.01,Alt,-2.323,940.109,-0.25,0.059,-3.096,1.0,1.0
709.5,6.01,Alt,-3.438,941.191,0.12,0.515,1.792,1.0,-0.0
710.0,6.01,PitchAlt,-13.909,949.412,0.362,1.008,0.997,-0.0,1.0
710.5,6.01,Alt,3.468,983.793,-0.318,0.304,-0.056,-0.0,-0.0
711.0,6.01,Alt,-23.204,996.941,0.236,0.152,-6.507,1.0,-0.0
711.5,6.01,Alt,2.123,935.409,-0.055,0.529,0.305,1.0,1.0
712.0,6.01,Alt,-9.377,928.543,-0.053,0.321,0.706,1.0,1.0
712.5,6.01,PitchAlt,-6.112,955.587,-0.16,0.715,2.541,1.0,-0.0
713.0,6.01,Alt,-8.234,954.375,-0.061,0.555,0.825,-0.0,-0.0
713.5,6.01,Alt,4.522,936.202,0.086,0.499,0.446,-0.0,1.0
714.0,6.01,Alt,3.71,973.129,-0.514,0.464,-2.539,1.0,1.0
714.5,6.01,Alt,-0.152,941.133,0.306,0.285,1.805,-0.0,1.0
715.0,6.01,PitchAlt,-2.215,935.304,0.414,0.588,6.648,1.0,1.0
715.5,6.01,Alt,1.773,941.952,-0.205,0.021,-5.849,1.0,1.0
715.9,6.01,Alt,1.151,947.011,0.094,0.448,4.705,1.0,-0.0
716.4,6.01,Alt,5.753,933.174,0.132,0.463,0.962,-0.0,1.0
717.0,6.01,Alt,-2.58,952.456,0.119,0.564,1.283,-0.0,1.0
717.4,6.01,Alt,0.397,971.866,0.005,-0.395,-3.117,-0.0,1.0
717.9,6.01,Alt,2.449,949.913,-0.183,0.288,-3.378,-0.0,1.0
718.4,6.01,Alt,-9.059,940.32,0.27,0.37,4.023,-0.0,1.0
718.9,6.01,Alt,3.369,962.735,-0.212,0.439,-0.588,-0.0,2.0
719.4,6.01,PitchRollAlt,-16.148,985.735,-0.635,0.786,-0.371,-0.0,-0.0
719.9,6.01,Alt,-3.909,932.587,0.286,0.188,6.125,1.0,1.0
720.4,6.01,PitchAlt,-28.305,968.455,-0.292,0.696,0.631,-0.0,-0.0
720.9,6.01,PitchAlt,-8.754,956.313,0.001,0.726,0.39,-0.0,1.0
721.4,6.01,Alt,3.708,938.516,-0.037,0.523,-0.256,1.0,1.0
721.9,6.01,PitchAlt,1.271,946.767,0.023,0.61,0.263,-0.0,1.0
722.4,6.01,Alt,-2.186,948.696,0.138,0.544,2.91,-0.0,-0.0
723.0,6.01,Alt,2.961,991.106,-0.327,-0.031,2.308,-0.0,-0.0
723.5,6.01,PitchAlt,-36.764,949.623,-0.546,0.965,-2.249,1.0,1.0
724.0,6.01,PitchAlt,0.006,948.931,0.275,0.577,5.076,-0.0,2.0
724.6,6.01,PitchAlt,-12.538,962.079,-0.196,0.786,0.124,1.0,1.0
725.1,6.01,Alt,-3.576,930.63,-0.092,0.413,-3.469,1.0,1.0
725.6,6.01,Alt,-3.251,944.017,0.199,0.27,3.178,-0.0,1.0
726.2,6.01,PitchAlt,-16.69,957.936,0.328,0.709,2.609,-0.0,-0.0
726.7,6.01,Alt,0.168,966.361,-0.161,0.467,-0.003,-0.0,2.0
727.3,6.01,Alt,2.735,977.815,-0.047,0.528,0.194,1.0,1.0
727.8,6.01,Alt,-9.77,943.388,0.132,0.483,2.712,1.0,-0.0
728.3,6.01,Alt,2.229,965.671,-0.196,0.313,-1.082,1.0,1.0
728.8,6.01,Alt,1.078,939.539,-0.242,0.42,-2.104,1.0,1.0
729.3,6.01,PitchAlt,-19.291,925.911,0.23,0.671,5.109,1.0,1.0
729.9,6.01,Alt,2.403,950.402,0.109,0.458,0.6,-0.0,1.0
730.4,6.01,Alt,-10.395,936.009,0.367,0.377,2.074,-0.0,1.0
730.9,6.01,PitchAlt,-0.302,948.028,0.452,0.663,3.346,-0.0,1.0
731.3,6.01,Alt,-18.261,925.586,0.345,0.213,5.783,-0.0,-0.0
731.8,6.01,PitchAlt,-3.998,956.761,-0.495,0.782,-3.508,1.0,1.0
732.4,6.01,Alt,2.427,940.159,0.092,0.387,0.195,1.0,-0.0
732.9,6.01,Alt,2.564,947.953,0.353,0.547,2.504,1.0,1.0
733.4,6.01,RollAlt,-22.623,929.515,0.609,0.132,7.741,-0.0,-0.0
734.0,6.01,Alt,1.836,949.81,0.043,0.031,3.61,1.0,1.0
734.5,6.01,Alt,-6.417,954.198,-0.217,0.198,2.291,-0.0,-0.0
735.1,6.01,Alt,0.317,937.78,0.25,0.309,0.814,1.0,1.0
735.6,6.01,Alt,1.647,957.582,-0.268,0.413,-1.323,1.0,1.0
736.1,6.01,Alt,2.078,934.006,-0.073,0.458,-2.384,1.0,1.0
736.6,6.01,Alt,2.576,956.214,-0.331,0.553,-0.309,1.0,1.0
737.2,6.01,Alt,0.057,930.011,0.412,0.187,2.583,1.0,1.0
737.7,6.01,Alt,-0.915,938.127,0.222,0.138,3.898,1.0,1.0
738.2,6.01,Alt,2.532,951.876,-0.062,0.531,-0.243,1.0,-0.0
738.7,6.01,Alt,-0.832,970.614,0.188,0.137,2.951,-0.0,-0.0
739.2,6.01,Alt,5.816,928.663,0.156,0.434,0.839,1.0,-0.0
739.7,6.01,Alt,-48.046,936.01,0.118,0.539,2.391,-0.0,-0.0
740.2,6.01,PitchAlt,-16.619,954.286,0.364,0.926,0.994,-0.0,1.0
740.7,6.01,Alt,-0.779,950.273,0.173,0.201,3.206,1.0,1.0
741.1,6.01,Alt,0.668,942.51,-0.071,0.445,-1.993,1.0,-0.0
741.6,6.01,PitchAlt,-12.661,950.149,-0.21,0.863,-0.058,-0.0,-0.0
742.1,6.01,Alt,-0.72,933.369,-0.285,0.512,-4.485,1.0,1.0
742.7,6.01,Alt,-3.877,968.706,-0.043,0.14,-1.596,-0.0,4.0
743.2,6.01,Alt,2.852,940.213,0.188,0.536,1.071,-0.0,-0.0
743.7,6.01,Alt,3.233,951.147,-0.184,0.333,-0.052,-0.0,1.0
744.2,6.01,RollAlt,-0.246,954.799,-0.597,0.505,-2.148,1.0,2.0
744.7,6.01,Alt,-1.183,942.165,-0.413,0.494,-1.864,-0.0,1.0
745.2,6.01,PitchRollAlt,-19.126,967.864,-1.096,0.75,-2.146,1.0,1.0
745.7,6.01,Alt,3.554,941.839,0.193,0.215,2.946,1.0,1.0
746.2,6.01,Alt,-0.793,978.537,-0.187,0.511,-0.809,1.0,1.0
746.7,6.01,Alt,1.504,962.072,-0.233,0.38,0.283,1.0,1.0
747.2,6.01,Alt,1.132,955.0,0.001,0.325,-0.835,1.0,-0.0
747.7,6.01,Alt,-1.767,944.422,-0.381,0.217,-7.116,1.0,1.0
748.2,6.01,Alt,-1.32,963.75,0.149,0.038,3.45,-0.0,1.0
748.7,6.01,Alt,3.379,934.285,-0.275,0.504,-1.206,1.0,1.0
749.1,6.01,PitchAlt,-6.451,962.912,0.08,0.657,0.373,-0.0,-0.0
749.6,6.01,RollAlt,-9.341,937.042,0.75,0.315,7.486,-0.0,2.0
750.2,6.01,Alt,-1.668,956.151,-0.305,0.36,-1.571,1.0,1.0
750.7,6.01,Alt,1.114,946.396,-0.176,0.361,-2.455,-0.0,1.0
751.2,6.01,PitchAlt,-13.659,952.343,-0.209,0.905,-1.209,-0.0,1.0
751.7,6.01,Alt,-5.541,945.564,-0.034,0.246,0.106,2.0,1.0
752.2,6.01,Alt,4.056,965.396,-0.491,0.482,-2.1,1.0,1.0
752.7,6.01,Alt,-12.572,934.363,0.262,0.348,6.351,-0.0,1.0
753.2,6.01,PitchAlt,-7.837,950.933,-0.166,0.753,-0.436,1.0,-0.0
753.7,6.01,Alt,-1.61,983.644,-0.55,0.047,3.432,2.0,1.0
754.2,6.01,Alt,-17.764,930.768,-0.297,-0.54,5.523,1.0,10.0
754.7,6.01,Alt,4.358,993.527,-0.479,0.134,-1.289,1.0,1.0
755.3,6.01,Alt,5.546,929.008,0.07,0.453,0.748,1.0,1.0
755.8,6.01,Alt,1.543,943.155,0.173,0.205,2.339,-0.0,-1.0
756.2,6.01,PitchAlt,3.73,944.118,-0.123,0.581,-1.275,-0.0,1.0
756.7,6.01,RollAlt,-1.953,949.257,-0.65,0.423,-2.978,1.0,1.0
757.2,6.01,Alt,-3.12,931.582,0.523,0.194,4.53,2.0,1.0
757.7,6.01,Alt,4.671,954.394,-0.207,0.363,0.01,1.0,1.0
758.2,6.01,Alt,2.801,943.873,-0.069,0.509,-0.279,1.0,-0.0
758.7,6.01,Alt,-13.974,933.07,0.548,0.519,-0.367,-0.0,3.0
759.2,6.01,Alt,0.909,938.302,-0.328,0.34,-2.533,-0.0,1.0
759.7,6.01,Alt,-21.455,970.366,-0.301,0.529,0.012,-0.0,-0.0
760.2,6.01,Alt,-4.515,931.18,0.4,0.206,7.594,1.0,2.0
760.7,6.01,Alt,4.852,977.793,0.093,0.295,2.892,-0.0,-0.0
761.2,6.01,Alt,-7.537,973.182,-0.389,0.053,-1.655,2.0,2.0
761.7,6.01,Alt,1.513,945.55,-0.41,0.343,-0.689,1.0,1.0
762.2,6.01,Alt,3.366,929.108,-0.17,0.373,-2.478,1.0,1.0
762.7,6.01,Alt,-2.273,956.291,-0.1,0.454,-0.597,1.0,1.0
763.2,6.01,Alt,0.684,941.444,0.132,0.277,5.723,-0.0,1.0
763.7,6.01,Alt,-2.366,968.225,0.071,0.305,1.474,-0.0,1.0
764.2,6.01,RollAlt,-5.301,970.884,-0.747,0.501,-2.933,1.0,1.0
764.7,6.01,Alt,0.43,954.742,-0.237,0.433,-0.9,1.0,1.0
765.2,6.01,Alt,2.975,997.308,-0.266,-0.378,2.012,-1.0,1.0
765.7,6.01,Alt,-20.143,954.947,-0.024,0.254,-1.296,-0.0,1.0
766.2,6.01,Alt,-9.776,936.801,-0.064,0.526,5.364,1.0,4.0
766.7,6.01,Alt,-20.885,934.311,-0.423,-0.1,-6.758,1.0,1.0
767.2,6.01,Alt,-10.568,929.174,0.5,0.186,7.346,1.0,2.0
767.7,6.01,Alt,0.826,940.468,-0.057,0.304,-1.404,1.0,1.0
768.3,6.01,Alt,-5.818,932.88,0.438,0.506,6.888,1.0,2.0
768.8,6.01,PitchAlt,-20.28,970.179,-0.424,0.628,-0.51,-0.0,1.0
769.3,6.01,Alt,-15.169,928.327,0.427,0.208,4.813,-0.0,2.0
769.8,6.01,PitchRollAlt,-21.276,957.265,-0.837,0.711,-2.446,1.0,1.0
770.4,6.01,Alt,-0.214,971.436,-0.242,0.267,-1.439,1.0,2.0
770.9,6.01,Alt,1.588,949.184,0.138,0.208,2.719,1.0,1.0
771.4,6.01,Alt,-0.591,943.254,0.021,0.526,0.452,1.0,1.0
772.0,6.01,PitchRollAlt,-15.759,961.958,-0.756,0.87,-1.968,1.0,1.0
772.5,6.01,Alt,2.099,931.023,-0.004,0.519,0.794,1.0,1.0
773.0,6.01,Alt,2.724,972.942,-0.061,0.484,0.276,-0.0,-0.0
773.5,6.01,Alt,3.06,930.33,0.457,0.245,5.586,-0.0,1.0
774.0,6.01,Alt,-11.717,937.573,0.258,0.453,6.596,-0.0,1.0
774.5,6.01,Alt,3.295,937.636,-0.075,0.479,-0.637,-0.0,1.0
775.0,6.01,Alt,3.248,992.539,-0.183,0.283,0.227,1.0,-0.0
775.5,6.01,Alt,1.044,932.45,0.287,0.214,3.011,-0.0,1.0
776.0,6.01,Alt,2.659,947.826,-0.184,0.477,0.164,-1.0,-0.0
776.6,6.01,PitchAlt,-19.075,951.8,-0.064,1.166,-3.132,-0.0,1.0
777.1,6.01,PitchAlt,-7.749,933.705,-0.302,0.634,0.636,1.0,1.0
777.6,6.01,Alt,-5.439,933.208,0.197,0.259,3.509,1.0,1.0
778.2,6.01,Alt,3.401,962.572,0.376,0.307,1.389,-0.0,-0.0
778.7,6.01,Alt,0.058,951.955,-0.119,0.329,-0.575,-0.0,1.0
779.2,6.01,RollAlt,-21.636,956.032,-0.898,0.336,-1.781,-1.0,2.0
779.7,6.01,Alt,2.721,934.257,0.106,0.439,0.932,1.0,-0.0
780.3,6.01,PitchAlt,-14.945,948.156,-0.185,0.794,1.168,1.0,-0.0
780.8,6.01,Alt,-0.04,957.643,-0.509,0.377,-1.256,1.0,1.0
781.3,6.01,PitchAlt,-12.855,965.59,-0.104,0.593,-0.83,-0.0,-0.0
781.8,6.01,RollAlt,-8.591,934.444,-0.65,0.516,-5.696,1.0,1.0
782.3,6.01,Alt,-4.499,933.08,-0.52,0.478,-6.242,1.0,2.0
782.7,6.01,Alt,1.155,933.92,0.251,0.174,3.132,-0.0,1.0
783.3,6.01,Alt,3.012,934.259,-0.218,0.479,-1.542,1.0,-0.0
783.7,6.01,Alt,-12.735,932.167,0.054,0.23,-3.122,2.0,1.0
784.2,6.01,PitchAlt,-14.689,926.742,-0.189,0.68,0.58,1.0,-0.0
784.7,6.01,RollAlt,-17.163,930.145,-0.764,0.424,-5.65,1.0,1.0
785.2,6.01,Alt,3.975,986.912,-0.414,0.346,-0.843,-0.0,1.0
785.8,6.01,PitchAlt,-4.294,957.898,-0.141,0.81,-0.231,1.0,1.0
786.3,6.01,Alt,2.769,933.634,0.136,0.364,1.27,-0.0,1.0
786.8,6.01,Alt,0.882,970.534,-0.02,0.174,-5.093,1.0,1.0
787.3,6.01,PitchAlt,1.793,943.797,-0.427,0.599,-4.588,1.0,2.0
787.8,6.01,Alt,-11.75,941.199,0.112,0.295,2.091,1.0,-0.0
788.4,6.01,Alt,4.033,969.228,-0.223,0.418,-0.263,1.0,1.0
788.9,6.01,Alt,3.712,980.171,-0.157,0.132,-0.046,1.0,1.0
789.4,6.01,Alt,3.935,960.325,0.094,0.05,3.054,-0.0,1.0
789.8,6.01,Alt,-21.402,940.155,0.083,0.503,2.836,1.0,-0.0
790.3,6.01,RollAlt,-14.098,946.2,-0.893,0.262,-1.572,-0.0,1.0
790.9,6.01,Alt,2.25,932.504,-0.238,0.46,-1.243,1.0,1.0
791.4,6.01,Alt,-11.765,929.639,-0.006,0.207,7.38,3.0,1.0
791.8,6.01,Alt,2.812,935.289,0.148,0.375,1.992,1.0,-0.0
792.3,6.01,Alt,1.418,967.727,-0.034,0.314,1.668,-0.0,-0.0
792.8,6.01,Alt,1.798,950.335,-0.325,0.356,-1.848,-0.0,-0.0
793.4,6.01,Alt,2.909,965.114,-0.173,0.476,-0.35,-0.0,1.0
793.8,6.01,Alt,-8.849,941.074,0.067,0.317,6.01,-0.0,-4.0
794.3,6.01,Alt,2.368,950.509,0.015,0.29,2.444,-0.0,-0.0
794.8,6.01,Alt,1.919,941.48,-0.136,0.445,-1.367,1.0,-0.0
795.3,6.01,Alt,-7.938,956.747,-0.04,0.501,0.339,-0.0,-0.0
795.8,6.01,Alt,4.877,947.416,-0.016,0.445,0.055,1.0,1.0
796.3,6.01,PitchAlt,-32.907,936.438,0.054,0.581,-0.046,1.0,1.0
796.8,6.01,Alt,4.037,949.052,-0.075,0.487,0.77,1.0,1.0
797.3,6.01,Alt,4.417,962.011,0.108,0.527,0.864,-0.0,-0.0
797.8,6.01,Alt,-7.344,947.711,0.005,0.273,3.182,-0.0,1.0
798.3,6.01,Alt,2.114,1000.342,0.049,-0.041,-2.269,1.0,-0.0
798.9,6.01,Alt,1.888,972.652,-0.251,0.338,1.214,-0.0,-0.0
799.4,6.01,Alt,2.377,947.415,-0.034,0.48,-0.411,2.0,-0.0
799.9,6.01,Alt,-3.552,935.172,0.011,0.473,-1.486,1.0,-0.0
800.4,6.01,Alt,-12.892,934.88,0.118,0.337,5.199,1.0,5.0
801.0,6.01,PitchAlt,1.391,946.547,0.07,0.614,0.241,-0.0,1.0
801.5,6.01,Alt,-7.908,970.334,0.025,-0.011,0.822,1.0,4.0
802.0,6.01,Alt,4.378,968.487,-0.391,0.489,-0.295,-0.0,-0.0
802.5,6.01,Alt,0.913,962.079,-0.143,0.061,-3.578,1.0,1.0
803.0,6.01,Alt,1.409,965.448,-0.363,0.42,-0.307,2.0,1.0
803.5,6.01,Alt,-23.225,942.02,-0.105,0.388,5.05,-0.0,1.0
804.0,6.01,RollAlt,-14.26,933.224,0.606,0.238,8.541,-0.0,2.0
804.5,6.01,Alt,1.827,964.842,-0.22,0.221,-1.428,1.0,1.0
805.0,6.01,PitchAlt,-15.599,952.799,-0.213,0.831,-0.93,1.0,1.0
805.4,6.01,Alt,3.535,959.703,-0.13,0.32,0.755,-0.0,-0.0
806.0,6.01,Alt,1.856,968.768,-0.148,0.076,2.267,1.0,-1.0
806.5,6.01,PitchAlt,-3.274,959.739,-0.295,0.579,-0.475,-0.0,-0.0
807.0,6.01,Alt,3.838,977.878,-0.314,0.39,-0.771,-0.0,1.0
807.4,6.01,Alt,-2.176,936.201,0.255,0.426,5.397,-0.0,1.0
807.9,6.01,Alt,3.164,948.193,-0.051,0.557,-1.015,1.0,1.0
808.5,6.01,Alt,-4.129,934.147,-0.008,0.112,-5.816,1.0,1.0
809.0,6.01,Alt,3.054,961.764,-0.035,0.308,1.46,-0.0,-0.0
809.4,6.01,PitchAlt,-7.72,959.515,-0.355,0.858,-4.619,1.0,1.0
809.9,6.01,Alt,4.473,934.011,-0.287,0.454,-2.253,1.0,1.0
810.4,6.01,Alt,2.728,979.377,-0.54,0.118,-2.646,1.0,-0.0
810.9,6.01,Alt,-5.378,956.27,-0.286,0.411,-1.15,-0.0,-0.0
811.4,6.01,Alt,-38.407,925.86,0.142,0.086,3.491,1.0,-0.0
811.9,6.01,Alt,-2.252,929.963,0.335,0.36,8.682,-0.0,1.0
812.4,6.01,Alt,-5.527,984.331,-0.361,-0.492,-3.089,-0.0,-2.0
812.9,6.01,Alt,-3.563,945.043,-0.198,0.07,-3.269,1.0,1.0
813.5,6.01,PitchAlt,-14.022,959.862,-0.317,0.65,-0.835,1.0,-0.0
814.0,6.01,Alt,-6.027,937.865,-0.043,0.146,2.432,-0.0,2.0
814.4,6.01,Alt,2.674,934.644,0.24,0.239,2.275,1.0,1.0
814.9,6.01,Alt,-15.196,966.682,-0.29,0.44,-0.079,-0.0,-0.0
815.4,6.01,Alt,0.893,956.693,0.099,0.477,0.143,-0.0,1.0
816.0,6.01,Alt,3.082,931.086,0.026,0.404,0.57,1.0,1.0
816.5,6.01,Alt,2.47,947.076,0.161,0.188,4.473,-0.0,1.0
816.9,6.01,PitchAlt,-8.299,969.815,0.054,0.644,1.551,-0.0,-0.0
817.4,6.01,PitchAlt,-0.074,956.68,0.206,0.623,1.146,1.0,-0.0
817.9,6.01,Alt,2.196,961.412,0.109,0.287,1.489,-0.0,-0.0
818.5,6.01,Alt,2.432,937.092,-0.114,0.437,-0.018,1.0,1.0
818.9,6.01,Alt,1.965,932.711,0.216,0.175,3.153,-0.0,-0.0
819.4,6.01,Alt,3.593,947.163,0.029,0.414,0.678,1.0,-0.0
819.9,6.01,Alt,2.377,943.713,-0.275,0.275,-2.976,1.0,1.0
820.4,6.01,Alt,-22.091,932.192,-0.05,0.306,2.338,1.0,-0.0
820.9,6.01,Alt,4.178,942.104,0.099,0.421,1.234,-0.0,1.0
821.4,6.01,Alt,4.126,930.951,-0.196,0.379,-0.92,1.0,1.0
821.9,6.01,Alt,5.039,942.857,0.041,0.457,0.288,-0.0,-0.0
822.4,6.01,Alt,-5.384,930.93,-0.115,0.296,-4.559,1.0,1.0
822.9,6.01,Alt,1.214,945.101,0.149,0.03,4.298,-0.0,1.0
823.5,6.01,Alt,-6.722,935.125,-0.01,0.405,-4.094,1.0,1.0
824.0,6.01,Alt,-0.16,946.52,-0.004,0.282,3.244,-0.0,-0.0
824.5,6.01,Alt,-6.616,954.085,-0.175,0.178,4.222,-0.0,1.0
824.9,6.01,Alt,1.456,942.345,-0.116,0.295,-4.196,1.0,1.0
825.4,6.01,Alt,-11.76,934.108,0.352,-0.057,5.639,-0.0,-3.0
826.0,6.01,Alt,-1.776,942.773,0.069,0.195,-3.958,1.0,-0.0
826.5,6.01,Alt,-10.89,947.227,0.092,0.457,3.772,-0.0,1.0
827.0,6.01,Alt,1.516,956.762,-0.215,0.243,-1.526,1.0,1.0
827.5,6.01,Alt,-0.794,948.722,-0.181,0.449,-1.358,1.0,-0.0
828.0,6.01,Alt,-12.665,930.249,-0.465,-0.093,0.021,1.0,1.0
828.5,6.01,Alt,2.318,933.123,-0.144,0.471,-0.16,1.0,-0.0
829.0,6.01,Alt,-3.795,930.026,0.45,0.211,9.139,1.0,1.0
829.5,6.01,Alt,3.923,937.87,-0.1,0.35,-5.734,1.0,1.0
830.0,6.01,Alt,3.729,951.769,-0.082,0.327,-0.408,1.0,1.0
830.5,6.01,Alt,-19.27,970.359,-0.285,0.469,0.114,-0.0,1.0
831.0,6.01,Alt,-6.28,952.405,0.005,0.278,-1.424,-0.0,1.0
831.5,6.01,Alt,0.479,942.518,-0.373,0.527,-3.239,1.0,1.0
832.0,6.01,Alt,-0.545,962.51,0.231,0.549,-0.766,-0.0,1.0
832.5,6.01,Alt,-13.803,972.764,-0.123,0.548,0.317,1.0,-0.0
833.0,6.01,Alt,3.343,938.292,0.13,0.232,5.147,1.0,1.0
833.6,6.01,Alt,-6.276,972.628,0.323,0.236,0.279,1.0,1.0
834.1,6.01,Alt,-6.278,930.511,0.302,0.311,7.501,1.0,2.0
834.6,6.01,Alt,-1.25,931.589,-0.523,-0.017,-6.944,-0.0,-0.0
835.1,6.01,Alt,2.346,952.276,0.264,0.49,1.475,-0.0,1.0
835.7,6.01,Alt,3.252,944.203,-0.288,0.436,-2.649,1.0,1.0
836.2,6.01,Alt,1.879,964.139,-0.246,0.292,-3.588,1.0,1.0
836.7,6.01,Alt,-5.005,958.095,-0.013,0.326,-0.345,-0.0,-0.0
837.2,6.01,Alt,3.679,936.192,0.158,0.318,0.996,2.0,-0.0
837.7,6.01,Alt,-19.636,943.987,0.316,0.49,-1.59,-0.0,1.0
838.1,6.01,Alt,4.617,965.614,-0.308,0.353,-0.329,1.0,1.0
838.7,6.01,Alt,-1.151,948.768,-0.073,0.278,-0.54,1.0,-0.0
839.2,6.01,Alt,-1.774,934.054,-0.294,0.285,-7.578,1.0,1.0
839.8,6.01,Alt,3.66,954.113,-0.135,0.361,-0.811,1.0,1.0
840.3,6.01,Alt,-9.607,941.183,0.008,0.283,3.095,1.0,2.0
840.8,6.01,Alt,3.691,985.43,0.202,0.22,2.092,-0.0,-0.0
841.4,6.01,Alt,-9.103,959.523,-0.143,0.375,1.258,4.0,-1.0
841.8,6.01,Alt,5.36,956.177,0.115,0.454,1.609,-0.0,-0.0
842.3,6.01,Alt,-6.449,973.693,-0.492,0.459,-0.857,1.0,1.0
842.8,6.01,Alt,2.096,939.137,-0.249,0.428,-1.057,1.0,1.0
843.3,6.01,Alt,-20.18,958.721,-0.508,0.003,-0.454,-1.0,4.0
843.9,6.01,Alt,3.909,934.056,0.116,0.316,0.909,1.0,-0.0
844.4,6.01,Alt,1.061,939.74,0.077,0.245,-0.524,1.0,1.0
844.9,6.01,Alt,5.174,939.388,-0.016,0.291,-0.433,1.0,1.0
845.5,6.01,Alt,3.914,978.572,-0.312,0.244,-0.668,1.0,1.0
846.0,6.01,Alt,-4.455,933.972,-0.082,0.43,-0.608,-0.0,-0.0
846.6,6.01,Alt,-15.196,931.584,-0.215,0.375,-6.544,1.0,1.0
847.1,6.01,Alt,-5.091,959.553,-0.171,-0.024,0.968,1.0,1.0
847.5,6.01,Alt,0.609,962.401,-0.16,0.437,0.823,2.0,-0.0
848.0,6.01,Alt,-0.042,978.458,-0.038,0.304,2.441,1.0,1.0
848.5,6.01,Alt,2.948,976.839,-0.379,0.003,-2.554,1.0,-0.0
849.1,6.01,Alt,-4.757,936.372,0.088,0.17,5.145,1.0,1.0
849.5,6.01,Alt,-6.635,952.059,0.05,0.324,-5.118,1.0,1.0
850.0,6.01,PitchAlt,-25.509,951.949,-0.257,0.71,0.956,-0.0,-0.0
850.5,6.01,Alt,4.868,965.94,-0.264,0.127,-2.547,2.0,1.0
851.0,6.01,Alt,4.679,958.28,0.006,0.315,0.256,-0.0,-0.0
851.6,6.01,Alt,4.92,961.06,-0.102,0.458,-0.203,-0.0,-0.0
852.1,6.01,Alt,2.697,957.19,0.109,0.351,0.784,2.0,-0.0
852.6,6.01,Alt,-2.488,947.551,-0.127,0.264,-1.317,-0.0,1.0
853.1,6.01,Alt,5.594,979.381,-0.219,0.323,0.12,-0.0,-0.0
853.7,6.01,Alt,2.878,936.916,-0.332,0.403,-4.264,1.0,1.0
854.3,6.01,Alt,0.134,939.554,-0.175,0.358,-5.153,1.0,1.0
854.8,6.01,Alt,0.073,935.515,-0.001,0.231,4.607,1.0,1.0
855.3,6.01,Alt,0.714,979.435,-0.053,-0.022,1.204,-0.0,-0.0
855.8,6.01,Alt,-2.105,930.386,0.249,0.254,2.042,-0.0,1.0
856.4,6.01,Alt,2.999,951.209,-0.211,0.499,-0.38,1.0,1.0
856.9,6.01,Alt,1.266,946.05,0.032,0.528,-1.394,1.0,1.0
857.4,6.01,Alt,4.639,931.884,-0.004,0.347,-0.063,-0.0,-0.0
857.9,6.01,Alt,3.156,956.663,-0.252,0.432,0.241,-0.0,-0.0
858.3,6.01,Alt,0.351,980.638,0.011,-0.001,3.225,1.0,-0.0
858.8,6.01,Alt,3.778,938.955,-0.126,0.253,-2.196,1.0,1.0
859.4,6.01,Alt,-3.35,931.438,0.502,0.179,3.902,2.0,-0.0
859.9,6.01,Alt,3.053,945.442,-0.042,0.407,1.008,2.0,-1.0
